-0.066245	-0.993421	
1.775620	0.195003	
0.966287	-0.080363	
0.026190	-0.133039	
0.984800	0.508781	
1.970303	-0.250115	
0.530363	-0.734346	
0.915223	0.555508	
0.018256	-0.280535	
1.908612	-0.273027	
-0.050922	-0.380093	
1.924880	0.021446	
1.287288	0.538263	
0.801359	-0.847063	
0.799781	-0.460285	
-0.350304	-0.980760	
0.192650	-1.044576	
0.095578	-0.958479	
-0.452763	-0.837320	
0.939471	-0.505227	
-0.849942	-0.441060	
0.324098	0.195559	
0.912248	-0.322226	
0.760604	0.471194	
-0.895138	-0.164265	
-0.939305	0.040238	
0.852002	-0.360628	
2.042320	-0.377986	
1.569234	0.256149	
1.186419	0.404330	
0.262861	0.109227	
1.277881	0.577823	
1.844369	0.037495	
0.554210	0.393499	
0.017613	-0.466393	
-0.162802	-0.990675	
0.339296	-0.934530	
0.098313	-0.153303	
0.191849	0.139139	
0.981449	0.528947	
1.119763	-0.038584	
0.332631	0.205504	
-0.895179	-0.343510	
-0.917596	-0.408104	
0.981130	-0.282628	
0.655929	-0.952007	
0.512534	-1.046503	
-0.728601	-0.588312	
-0.822861	-0.534752	
0.908339	-0.277460	
1.762397	-0.005470	
0.035122	0.089717	
0.935029	-0.104351	
-0.558432	-0.787160	
-0.095656	-0.814338	
0.045585	-0.420865	
0.707032	-0.726344	
-0.529728	-0.658111	
0.125732	-1.071631	
-0.018683	-0.416377	
0.762938	-0.634589	
-0.397199	-0.932729	
0.417575	0.295066	
0.105635	0.037897	
1.151487	0.538298	
1.500147	0.302035	
-0.389180	-0.904096	
1.575400	0.392429	
0.651713	-0.733947	
1.889776	0.238499	
0.322123	-0.917741	
-0.439813	-0.945823	
-0.972538	-0.016914	
1.999066	-0.314053	
2.032439	-0.442238	
0.584805	0.494471	
0.299023	-0.995310	
1.900098	-0.248851	
0.793305	0.477849	
1.189483	0.488081	
-0.056709	-1.056849	
-0.681810	-0.779491	
1.378009	0.365996	
-0.956787	-0.264490	
-0.831086	-0.352077	
0.333862	0.220387	
0.144682	0.008754	
0.721875	-0.599068	
1.743129	0.160785	
0.666978	0.379020	
1.706508	0.249157	
-0.707166	-0.714876	
0.240998	-0.930853	
1.485334	0.461078	
0.915622	-0.557872	
1.915734	-0.373913	
0.463066	0.448648	
0.511004	0.314016	
-1.068022	-0.196765	
-1.030200	-0.284551	
