  -5.7125309e+00  -1.6740134e+00
  -3.0142522e+00  -2.8789349e+00
   4.2090358e+00  -3.5329734e+00
  -1.2056798e+00   6.5021715e-01
   1.1591525e+00  -6.9370811e-01
   6.1737455e+00  -5.9627323e-01
   2.0950301e+00  -4.9044147e+00
   3.7357856e+00  -4.2630122e+00
   7.9956422e+00   4.4066664e-01
  -3.2769274e+00  -3.2814954e+00
   4.4343019e+00  -2.4588054e+00
   1.5011260e-01  -1.2825480e+00
   4.8842274e+00  -1.7492523e+00
   4.4517370e+00  -4.1445615e+00
  -7.5528101e+00  -3.4415654e-01
  -1.3941248e-01   5.6303002e-01
  -2.3040549e+00  -2.4302817e+00
   3.8076591e+00  -3.2214877e+00
   5.0951511e+00  -1.1954610e+00
  -2.4313167e+00  -3.7313275e+00
  -3.7404470e+00  -4.6581591e+00
  -2.3633876e+00  -4.7299719e+00
   6.3791807e+00  -1.2760442e+00
   3.9847966e+00  -3.9586165e+00
   2.3135875e+00  -4.9314817e+00
   4.7715874e+00  -1.9385474e+00
   2.3396631e+00   2.1274197e-01
  -7.7101304e+00  -4.1615274e+00
   3.2677671e+00  -2.9575180e+00
   1.5808556e-01   1.0881928e+00
   1.3519558e+00   1.0256171e+00
  -4.6299269e+00  -2.2483618e-01
   7.5414036e+00  -1.0056036e+00
  -5.4724105e-01  -2.2928827e+00
  -3.2474216e+00  -2.6309021e+00
   1.9061149e+00  -3.9651545e+00
   1.4102528e+00   5.4668843e-01
  -2.7389490e+00  -2.8456789e+00
  -5.3892109e+00  -4.4898883e+00
   3.4530045e+00  -3.1203477e+00
   5.3201460e+00  -1.3249848e+00
  -3.7979350e+00  -3.2123553e+00
   2.3994603e+00  -4.5541147e+00
   1.4170232e+00   6.1846113e-01
   3.2114073e+00  -3.3288732e+00
  -3.1687015e+00  -3.2839154e+00
  -2.3804599e+00  -3.1277331e+00
   1.2465155e+00  -6.8119525e-01
   4.0957384e+00  -3.6299065e+00
   4.9549811e+00  -2.2389884e+00
  -5.0654799e+00  -3.9524370e+00
   6.3507565e+00   3.7962889e-01
   4.5002382e+00  -2.2266259e+00
   4.1021664e+00  -2.3077410e+00
   6.2794296e+00  -9.4579201e-01
  -2.7510908e+00  -3.3061949e+00
   1.4475815e+00  -7.0283437e-02
  -4.4404290e+00  -2.5242581e+00
   4.0829847e+00  -2.9005574e+00
   4.5733828e+00  -2.8460444e+00
  -5.5674171e+00  -4.6895307e+00
   3.1589305e+00  -5.0416878e+00
   5.8776000e+00  -1.6499141e+00
   2.8589744e+00  -4.0537851e+00
   5.6171653e-02  -9.2060701e-01
   1.7244174e+00  -1.7436074e+00
   5.5143057e+00  -2.2717646e+00
   8.4230284e+00   2.1329943e+00
   3.8569978e+00  -3.3298485e+00
   1.5080780e+00  -3.5892347e-01
   2.3627819e+00   1.8590273e-01
  -4.4575948e+00  -3.6451834e+00
   1.2076320e+00  -5.1743594e+00
  -3.8348833e+00  -2.2971009e+00
  -3.4687078e+00  -1.6919982e+00
  -5.9363311e+00  -2.3019074e+00
  -3.9043125e+00  -2.6012147e+00
  -2.0169915e+00  -2.8551640e+00
  -6.8628868e+00  -2.2663169e+00
   1.2986281e+00   4.7450358e-02
   5.5404259e+00  -7.1838110e-01
   4.0456805e+00  -3.8950723e+00
  -6.1002933e+00  -4.1074913e+00
   2.0156026e+00  -4.9929551e+00
   2.7776829e+00   1.6214025e-01
   5.1266490e+00  -7.1650239e-01
   6.8765072e+00   5.0289829e-01
   8.5771243e-01  -6.4346108e-01
  -6.2424173e+00  -2.4232107e+00
   3.5313257e+00  -3.2601481e+00
   2.4436437e-01   1.6061862e+00
   4.2837426e+00  -3.1498921e+00
  -4.2323810e-01  -4.3476212e+00
   3.3095595e+00  -3.3538280e-01
   1.3593528e+00  -9.0357045e-01
   1.1305204e+00   5.2873511e-01
  -7.5532231e-01  -2.0967718e+00
  -2.9033837e+00  -1.8068014e+00
   1.7410092e+00  -1.1616927e+00
   6.8565290e-01  -8.5375438e-02
