  -3.5000000e+00   3.3796053e+00
  -3.5000000e+00  -3.6809322e+00
  -3.4060403e+00   3.9860511e+00
  -3.4060403e+00  -3.2818191e+00
  -3.3120805e+00   3.4131834e+00
  -3.3120805e+00  -3.9013698e+00
  -3.2181208e+00   3.7345591e+00
  -3.2181208e+00  -3.3626937e+00
  -3.1241611e+00   3.0738419e+00
  -3.1241611e+00  -3.8794918e+00
  -3.0302013e+00   3.9815962e+00
  -3.0302013e+00  -3.5032006e+00
  -2.9362416e+00   3.0224137e+00
  -2.9362416e+00  -3.9461685e+00
  -2.8422819e+00   3.1408738e+00
  -2.8422819e+00  -3.1065257e+00
  -2.7483221e+00   3.4658201e+00
  -2.7483221e+00  -3.4391433e+00
  -2.6543624e+00   3.4944563e+00
  -2.6543624e+00  -3.9322145e+00
  -2.5604027e+00   3.8976465e+00
  -2.5604027e+00  -3.7114347e+00
  -2.4664430e+00   3.2690468e+00
  -2.4664430e+00  -3.4058058e+00
  -2.3724832e+00   3.4758790e+00
  -2.3724832e+00  -3.6316890e+00
  -2.2785235e+00   3.6556111e+00
  -2.2785235e+00  -3.0617996e+00
  -2.1845638e+00   3.6204252e+00
  -2.1845638e+00  -3.7171599e+00
  -2.0906040e+00   3.2051813e+00
  -2.0906040e+00  -3.5608659e+00
  -1.9966443e+00   3.0272502e+00
  -1.9966443e+00  -3.1238157e+00
  -1.9026846e+00   3.6100922e+00
  -1.9026846e+00  -3.7964076e+00
  -1.8087248e+00   3.5199168e+00
  -1.8087248e+00  -3.9461757e+00
  -1.7147651e+00   3.8621874e+00
  -1.7147651e+00  -3.5570653e+00
  -1.6208054e+00   3.5480092e+00
  -1.6208054e+00  -3.4331392e+00
  -1.5268456e+00   3.6803950e+00
  -1.5268456e+00  -3.6286214e+00
  -1.4328859e+00   3.0782287e+00
  -1.4328859e+00  -3.5436493e+00
  -1.3389262e+00   3.0478438e+00
  -1.3389262e+00  -3.2617430e+00
  -1.2449664e+00   3.0380015e+00
  -1.2449664e+00  -3.0457557e+00
  -1.1510067e+00   3.7423723e+00
  -1.1510067e+00  -3.0625504e+00
  -1.0570470e+00   3.5133640e+00
  -1.0570470e+00  -3.7590952e+00
  -9.6308725e-01   3.2599653e+00
  -9.6308725e-01  -3.2410258e+00
  -8.6912752e-01   3.9933428e+00
  -8.6912752e-01  -3.6432943e+00
  -7.7516779e-01   3.7528578e+00
  -7.7516779e-01  -3.8899515e+00
  -6.8120805e-01   3.5970452e+00
  -6.8120805e-01  -3.5694048e+00
  -5.8724832e-01   3.7307180e+00
  -5.8724832e-01  -3.7388238e+00
  -4.9328859e-01   3.0948077e+00
  -4.9328859e-01  -3.5490365e+00
  -3.9932886e-01   3.6400745e+00
  -3.9932886e-01  -3.8679612e+00
  -3.0536913e-01   3.4528224e+00
  -3.0536913e-01  -3.3478004e+00
  -2.1140940e-01   3.8269983e+00
  -2.1140940e-01  -3.6919231e+00
  -1.1744966e-01   3.4023636e+00
  -1.1744966e-01  -3.1157687e+00
  -2.3489933e-02   3.7005795e+00
  -2.3489933e-02  -3.7581277e+00
   7.0469799e-02   3.7598318e+00
   7.0469799e-02  -3.7090743e+00
   1.6442953e-01   3.2774387e+00
   1.6442953e-01  -3.9938922e+00
   2.5838926e-01   3.3747111e+00
   2.5838926e-01  -3.5630672e+00
   3.5234899e-01   3.3042985e+00
   3.5234899e-01  -3.7091397e+00
   4.4630872e-01   3.2425163e+00
   4.4630872e-01  -3.0633164e+00
   5.4026846e-01   3.8601902e+00
   5.4026846e-01  -3.6027717e+00
   6.3422819e-01   3.4794191e+00
   6.3422819e-01  -3.4350039e+00
   7.2818792e-01   3.4896194e+00
   7.2818792e-01  -3.7301884e+00
   8.2214765e-01   3.9897401e+00
   8.2214765e-01  -3.8163243e+00
   9.1610738e-01   3.8616567e+00
   9.1610738e-01  -3.9673674e+00
   1.0100671e+00   3.3319580e+00
